Foot_X,Foot_Y,Fell,Avg_Quat_W,Avg_Quat_X,Avg_Quat_Y,Avg_Quat_Z,Pitch_Diff_Deg,Tilt_Geodesic_Deg,Settle_Freq_Hz,Settle_Time_S
-0.05812500000000001,0.01,False,0.9995902291388504,-0.01868943120659221,-0.0039152678942421726,-0.021324859873658477,-0.45571391135549244,10.686140105413886,1.2000000000000002,0.0
-0.046250000000000006,-0.02,False,0.9902138620073238,-0.1312820934293029,-0.0019160927770236166,-0.04730589838308499,-0.8906860357597168,5.044200553771333,0.4,0.8840000000000007
-0.046250000000000006,-0.01625,False,0.990891039635712,-0.12477687994486064,-0.001857192380929698,-0.050618461428060195,-0.8962478967728141,5.0930436164301485,0.2,0.9020000000000007
-0.046250000000000006,-0.0125,False,0.9912338727405764,-0.12246044397386141,-0.0021547341154861768,-0.0495399466525279,-0.9015473573987917,4.896637786792493,0.2,0.0
-0.046250000000000006,-0.00875,False,0.9986596613715967,-0.04899058813574953,-0.001673274158741223,-0.01661334333815244,-0.24631761605794275,7.163419790729978,0.4,0.0
-0.046250000000000006,-0.005000000000000001,False,0.9986569808041914,-0.048128997095962425,-0.0016160547075343716,-0.01911080052681595,-0.2519027772605342,7.302414431752681,0.4,0.0
-0.046250000000000006,-0.0012500000000000011,False,0.9985501096532441,-0.04769643242606491,-0.001405873723279946,-0.024914902456042325,-0.2586086882055205,7.487097526029991,0.6000000000000001,0.0
-0.046250000000000006,0.0024999999999999988,False,0.9986276351512408,-0.04770138186025384,-0.0014012450728719712,-0.021574545026681085,-0.2398464149085898,7.400971495092248,0.4,0.0
-0.046250000000000006,0.006249999999999999,False,0.9993410458399891,-0.030133949812121447,-0.003688283058289389,-0.019895118402258244,-0.45263794423208026,9.364665799411123,1.0,0.0
-0.046250000000000006,0.01,False,0.9995431175950047,-0.018602087480980543,-0.00384116919680909,-0.023510929990321956,-0.4516519007053501,10.732304350886773,1.0,0.0
-0.034375,-0.02,False,0.9901686826105252,-0.13165585006243102,-0.0014994113387293573,-0.04722784017200857,-0.8442400053796943,5.054399391353907,0.2,0.9740000000000008
-0.034375,-0.01625,False,0.9907452559688437,-0.12621034689265023,-0.001702939498210393,-0.049918795153055424,-0.8768975881016525,5.072539322012037,0.2,0.9920000000000008
-0.034375,-0.0125,False,0.9913343083009576,-0.12193336668968208,-0.002220568724823604,-0.04882225258752247,-0.8960299850537456,4.80125571883283,0.4,0.0
-0.034375,-0.00875,False,0.9919587110923965,-0.11910519033631456,-0.002524072734351141,-0.04272584908101409,-0.8316511918828499,4.045366403005463,1.2000000000000002,0.0
-0.034375,-0.005000000000000001,False,0.9986950557822537,-0.048269244490417536,-0.0014869221029409738,-0.0166148925685668,-0.22363294992516505,7.244735561037012,1.2000000000000002,0.0
-0.034375,-0.0012500000000000011,False,0.9986707856801653,-0.04764344635300652,-0.0013621609189647529,-0.019619081685958092,-0.2245612563616521,7.3660396739896425,1.2000000000000002,0.0
-0.034375,0.0024999999999999988,False,0.9986623766414613,-0.04755940279192038,-0.0012851822856873567,-0.020246209358707797,-0.21897942571183196,7.387786179570309,0.4,0.0
-0.034375,0.006249999999999999,False,0.9992990020674704,-0.03055678824877047,-0.003536387481173271,-0.021337317602284776,-0.4412399411642408,9.33995952116307,0.8,0.0
-0.034375,0.01,False,0.9994912101515208,-0.017723750596451586,-0.0036863984439639845,-0.026260235359867812,-0.43711958142127616,10.884459383470864,0.8,0.0
-0.022500000000000006,-0.02,False,0.9900778670000601,-0.13316413749595987,-0.0009372844691754209,-0.044858123672223,-0.7524408041847538,4.90483384014369,0.4,1.0280000000000007
-0.022500000000000006,-0.01625,False,0.9903915100753287,-0.12967109403013002,-0.0013884167890422649,-0.04804306862138556,-0.8330524814009,5.031632313708832,0.2,1.0700000000000007
-0.022500000000000006,-0.0125,False,0.9914501311567254,-0.12132725318402071,-0.0021392700658843587,-0.047976646274178324,-0.8716723080561554,4.68848081342932,0.2,0.0
-0.022500000000000006,-0.00875,False,0.9926489317492955,-0.11670108810929297,-0.0025966113279833744,-0.03197204936660818,-0.684507110979159,2.788915881504998,1.2000000000000002,0.0
-0.022500000000000006,-0.005000000000000001,False,0.9987935415748859,-0.047838782913572915,-0.0012349292619459472,-0.011017581738417317,-0.16330423796274277,7.2409426656854246,1.2000000000000002,0.0
-0.022500000000000006,-0.0012500000000000011,False,0.9933456156965411,-0.11049394709388884,-0.0012048398186612754,-0.03246727264621689,-0.5098086871733643,2.7410201521352837,0.8,0.0
-0.022500000000000006,0.0024999999999999988,False,0.9986858437204666,-0.047625522761757,-0.001009296653461117,-0.018904403039354555,-0.18024044413446216,7.353476356022114,0.4,0.0
-0.022500000000000006,0.006249999999999999,False,0.999295111779041,-0.02993856378480806,-0.0032442758883537664,-0.022415098638580502,-0.40997335559847514,9.42801433804028,0.8,0.0
-0.022500000000000006,0.01,False,0.9994173248301131,-0.016048123090866895,-0.003070148037437976,-0.02996736167414281,-0.3682854062797727,11.154950684146684,0.8,0.0
-0.01062500000000001,-0.02,False,0.9913482539996081,-0.13123330269467443,-0.0005559957735489462,0.002480004934774685,0.012569110789017384,2.688476550297286,0.6000000000000001,0.0
-0.01062500000000001,-0.01625,False,0.9926564841740142,-0.12076989293318267,-0.0006954086527427603,-0.006874139582425206,-0.1358002748683189,1.1830119261170717,0.6000000000000001,0.0
-0.01062500000000001,-0.0125,False,0.9933143394493923,-0.11497387050533137,-0.0010787877866847576,-0.010318350747683724,-0.22030357654420704,0.5599374846816617,0.4,0.0
-0.01062500000000001,-0.00875,False,0.9934176274937344,-0.11369113670228016,-0.0015904363895046791,-0.013900119861147853,-0.3237093080186436,0.7387370117161456,0.8,0.0
-0.01062500000000001,-0.005000000000000001,False,0.9988419102593419,-0.04763702155458869,-0.0004708099153059763,-0.006732817010732052,-0.05220607644991533,7.260423886277967,1.0,0.0
-0.01062500000000001,-0.0012500000000000011,False,0.9988257953108962,-0.04663565153010287,-0.0004280219512452292,-0.01311348257052452,-0.08063390034871815,7.389338439197408,1.0,0.0
-0.01062500000000001,0.0024999999999999988,False,0.9987170458372232,-0.04740416428978136,-0.00028833565253168924,-0.017805179715711876,-0.09128294496152861,7.358006446256561,0.8,0.0
-0.01062500000000001,0.006249999999999999,False,0.9987158783756912,-0.04323607351169643,3.107380442507206e-05,-0.02640521278046184,-0.08883279060618163,8.02174137424676,0.6000000000000001,0.0
-0.01062500000000001,0.01,False,0.9993316865667144,-0.010386263142092032,-0.0013421794875201972,-0.03502148363351515,-0.15694640379436206,11.916053756565917,0.6000000000000001,0.0
0.0012500000000000011,-0.02,False,0.9905864563824229,-0.12787090283976524,0.0020866099553433813,0.04881752449225138,0.9906558774600571,6.881537645365607,0.6000000000000001,4.795999999999694
0.0012500000000000011,-0.01625,False,0.9914675304674629,-0.12262121239736926,0.002751393209000266,0.044142996436117014,0.9713418680736929,6.209184974717093,0.8,0.0
0.0012500000000000011,-0.0125,False,0.9924515824265765,-0.11569933633226837,0.0033267553433714955,0.04052718606247291,0.9541311120262216,5.671985707129536,0.8,0.0
0.0012500000000000011,-0.00875,False,0.9932715418339741,-0.11329767715270908,0.0033680914649919062,0.02374734710328667,0.7301209976700981,3.734896232597097,0.8,0.0
0.0012500000000000011,-0.005000000000000001,False,0.9988727988831276,-0.047389852896904235,0.0018512372475663044,0.0019764651400397066,0.2610661801180644,7.386622198346653,0.6000000000000001,0.0
0.0012500000000000011,-0.0012500000000000011,False,0.9988799027040618,-0.04712885139603255,0.0018801145912917712,-0.0037784268073187285,0.23323409374334103,7.3369985143743275,0.8,0.0
0.0012500000000000011,0.0024999999999999988,False,0.9996495563290353,-0.02454356757009418,0.008277918420250581,-0.005463871221267582,0.9713567453474782,9.949390700754675,0.4,0.0
0.0012500000000000011,0.006249999999999999,False,0.9992152421673192,-0.0261189815518022,0.006275151058519851,-0.02910878050339565,0.669840237217758,10.02114238596494,0.6000000000000001,0.0
0.0012500000000000011,0.01,False,0.9992354876410159,-0.0038500799550041515,0.008553908759121995,-0.03795323132622695,1.0011926356606706,12.756476151308114,0.6000000000000001,0.0
0.013124999999999998,-0.02,False,0.9846604327722505,-0.12296281996888137,0.008458989939083597,0.1235006984890192,2.7340762895043564,15.278772550996916,0.8,1.6740000000000013
0.013124999999999998,-0.01625,False,0.9856086779119732,-0.12003734192938395,0.008887459853998718,0.11869112698295545,2.6757660450795835,14.69879908514338,0.6000000000000001,4.855999999999687
0.013124999999999998,-0.0125,False,0.9914449673168634,-0.11646184853416189,0.004413316343544929,0.058771057987085845,1.3242774228608523,7.76896915647662,0.6000000000000001,1.6600000000000013
0.013124999999999998,-0.00875,False,0.992663893914825,-0.11392536249853409,0.004496427491392661,0.04023913067213368,1.0752819267092342,5.630731910562056,0.8,1.5360000000000011
0.013124999999999998,-0.005000000000000001,False,0.9987321700782013,-0.04630766528004823,0.006386467959601947,0.01867794459246323,0.8684858478239716,8.06823744028087,0.8,1.5200000000000011
0.013124999999999998,-0.0012500000000000011,False,0.9989365135091369,-0.04459233326967471,0.006422476846210189,0.009803957513960761,0.8237362568565502,7.920849838826442,0.8,1.6340000000000012
0.013124999999999998,0.0024999999999999988,False,0.9996239314403665,-0.02575428986659591,0.00860630092869972,-0.003826725688802563,1.0130274584258285,9.8234468888301,0.4,0.0
0.013124999999999998,0.006249999999999999,False,0.999233944425251,-0.02991084159387087,0.008653858583875008,-0.023706045539293986,0.9481199463196771,9.490979483677782,0.8,0.0
0.013124999999999998,0.01,False,0.9992388228415316,-0.003856875024909251,0.008668618395820426,-0.03783853190095825,1.0143536795368606,12.753227035845892,0.8,0.0
0.025,-0.02,False,0.9728068403841681,-0.12323878697258003,0.016410976294238037,0.19542193465516725,4.632550556159822,23.660410097870425,0.8,8.253999999999426
0.025,-0.01625,False,0.9757846009225092,-0.11702980694335763,0.01634918430946009,0.18406830542414263,4.33905563962557,22.29719246856765,0.2,8.05799999999936
0.025,-0.0125,False,0.9875167879812226,-0.11895161465341503,0.013689471490715192,0.10234112172973076,2.9838446282197135,12.864956616193936,0.8,4.151999999999765
0.025,-0.00875,False,0.9879852626503347,-0.11833963096882433,0.013162528493698387,0.09852715550326319,2.8658749716472616,12.41699601597937,0.6000000000000001,7.055999999999445
0.025,-0.005000000000000001,False,0.9880340006106245,-0.11484073306518322,0.013008064860525146,0.10213329484061488,2.856400668332784,12.803328110506564,0.4,4.6899999999997055
0.025,-0.0012500000000000011,False,0.9988036147972681,-0.047403704187949765,0.008149225488982436,0.00882145232381632,1.019117239111364,7.6011202322525735,0.6000000000000001,4.1179999999997685
0.025,0.0024999999999999988,False,0.9995959465923093,-0.024464923859406348,0.014467535931038188,0.0003185292181234321,1.6967475695649565,10.09109477301965,0.4,4.637999999999711
0.025,0.006249999999999999,False,0.9992609071880191,-0.0206952607810569,0.012853139433730629,-0.029734531334433923,1.4398323524176702,10.713380509930952,0.6000000000000001,2.73799999999992
0.025,0.01,False,0.9990862522740646,-0.003427372873266138,0.01601978373386546,-0.03947505745749083,1.85729175222946,12.938122415491708,0.6000000000000001,2.6999999999999242
